"day","halfhour","shape"
"07-SA",6,0
"07-SA",7,0
"07-SA",8,0
"07-SA",9,0
"07-SA",10,0
"07-SA",11,0
"07-SA",12,0
"07-SA",13,0
"07-SA",14,0
"07-SA",15,0
"07-SA",16,0
"07-SA",17,0
"07-SA",18,0
"07-SA",19,0
"07-SA",20,0
"07-SA",21,0
"07-SA",22,0
"07-SA",23,0
"07-SA",24,0
"07-SA",25,0
"07-SA",26,0
"07-SA",27,0
"07-SA",28,0
"07-SA",29,0
"07-SA",30,0
"07-SA",31,0
"07-SA",32,0
"07-SA",33,0
"07-SA",34,0
"07-SA",35,0
"07-SA",36,0
"07-SA",37,0
"07-SA",38,0
"07-SA",39,0
"07-SA",40,0
"07-SA",41,0
"07-SA",42,0
"07-SA",43,0
"07-SA",44,0
"07-SA",45,0
"07-SA",46,0
"07-SA",47,0
"07-SA",48,0
"07-SU",1,0
"07-SU",2,0
"07-SU",3,0
"07-SU",4,0
"07-SU",5,0
"07-SU",6,0
"07-SU",7,0
"07-SU",8,0
"07-SU",9,0
"07-SU",10,0
"07-SU",11,0
"07-SU",12,0
"07-SU",13,0
"07-SU",14,0
"07-SU",15,0
"07-SU",16,0
"07-SU",17,0
"07-SU",18,0
"07-SU",19,0
"07-SU",20,0
"07-SU",21,0
"07-SU",22,0
"07-SU",23,0
"07-SU",24,0
"07-SU",25,0
"07-SU",26,0
"07-SU",27,0
"07-SU",28,0
"07-SU",29,0
"07-SU",30,0
"07-SU",31,0
"07-SU",32,0
"07-SU",33,0
"07-SU",34,0
"07-SU",35,0
"07-SU",36,0
"07-SU",37,0
"07-SU",38,0
"07-SU",39,0
"07-SU",40,0
"07-SU",41,0
"07-SU",42,0
"07-SU",43,0
"07-SU",44,0
"07-SU",45,0
"07-SU",46,0
"07-SU",47,0
"07-SU",48,0
"07-WD",1,0
"07-WD",2,0
"07-WD",3,0
"07-WD",4,0
"07-WD",5,0
"07-WD",6,0
"07-WD",7,0
"07-WD",8,0
"07-WD",9,0
"07-WD",10,0
"07-WD",11,0
"07-WD",12,0
"07-WD",13,0
"07-WD",14,0
"07-WD",15,0
"07-WD",16,0
"07-WD",17,0
"07-WD",18,0
"07-WD",19,0
"07-WD",20,0
"07-WD",21,0
"07-WD",22,0
"07-WD",23,0
"07-WD",24,0
"07-WD",25,0
"07-WD",26,0
"07-WD",27,0
"07-WD",28,0
"07-WD",29,0
"07-WD",30,0
"07-WD",31,0
"07-WD",32,0
"07-WD",33,0
"07-WD",34,0
"07-WD",35,0
"07-WD",36,0
"07-WD",37,0
"07-WD",38,0
"07-WD",39,0
"07-WD",40,0
"07-WD",41,0
"07-WD",42,0
"07-WD",43,0
"07-WD",44,0
"07-WD",45,0
"07-WD",46,0
"07-WD",47,0
"07-WD",48,0
"08-SA",1,0.00245349448166163
"08-SA",2,0.0035326842385848
"08-SA",3,0.000460836541392722
"08-SA",4,0.00111794943908965
"08-SA",5,0.00494380191667008
"08-SA",6,0.0040323920208428
"08-SA",7,0.00265465005367586
"08-SA",8,0.000512492467194814
"08-SA",9,0.0023979967610204
"08-SA",10,0
"08-SA",11,0.0100192274062127
"08-SA",12,0.0221835358588804
"08-SA",13,0.0288981594307579
"08-SA",14,0.0459977333107303
"08-SA",15,0.0406796545015911
"08-SA",16,0.0506251594057092
"08-SA",17,0.039796068927279
"08-SA",18,0.0249964394887617
"08-SA",19,0.0237621258423961
"08-SA",20,0.0259714515859936
"08-SA",21,0.0109939466060673
"08-SA",22,0.0150078802844137
"08-SA",23,0.0223179105710629
"08-SA",24,0.0239254097503487
"08-SA",25,0.0334057026553561
"08-SA",26,0.0292129927914208
"08-SA",27,0.0260233106434106
"08-SA",28,0.0347596130243331
"08-SA",29,0.0335469711606295
"08-SA",30,0.0337456504491706
"08-SA",31,0.0498241526453613
"08-SA",32,0.0634251902744611
"08-SA",33,0.0670091520534011
"08-SA",34,0.0551991364575876
"08-SA",35,0.0582872601546404
"08-SA",36,0.0622777720744825
"08-SA",37,0.065421793383917
"08-SA",38,0.0722946097425056
"08-SA",39,0.0686368369506593
"08-SA",40,0.0667222027596616
"08-SA",41,0.053026618138542
"08-SA",42,0.0457775692711054
"08-SA",43,0.0422659454836795
"08-SA",44,0.0228248116274523
"08-SA",45,0.0175610259681946
"08-SA",46,0.0146038147935826
"08-SA",47,0.010377539647681
"08-SA",48,0.00535524874996524
"08-SU",1,0.00471701511423098
"08-SU",2,0.00642313469515862
"08-SU",3,0.00437693187070992
"08-SU",4,0.00441063288213218
"08-SU",5,0.00442178345471209
"08-SU",6,0.00441057646271269
"08-SU",7,0.00296501641992977
"08-SU",8,0.00623269420962778
"08-SU",9,0.00373091929917554
"08-SU",10,0.0117650841752772
"08-SU",11,0.0133583144857337
"08-SU",12,0.0371874200105565
"08-SU",13,0.0506946067300764
"08-SU",14,0.0686594339755188
"08-SU",15,0.0503754166484231
"08-SU",16,0.0600473302861295
"08-SU",17,0.0570633896490702
"08-SU",18,0.0398866800822282
"08-SU",19,0.0182182669325627
"08-SU",20,0.0201064758543329
"08-SU",21,0.00622074265086431
"08-SU",22,0.00999719004257832
"08-SU",23,0.00910038777101602
"08-SU",24,0.00443670462297729
"08-SU",25,0.0107433096133538
"08-SU",26,0.00945354886361605
"08-SU",27,0.00953200699371651
"08-SU",28,0.00949870799967331
"08-SU",29,0.020478569252454
"08-SU",30,0.00873080834122653
"08-SU",31,0.0164636881237085
"08-SU",32,0.0489088883213323
"08-SU",33,0.0576710475622034
"08-SU",34,0.0491876648297231
"08-SU",35,0.0439064761829877
"08-SU",36,0.0256530860269885
"08-SU",37,0.0164827795457101
"08-SU",38,0.0272009707137391
"08-SU",39,0.0333021720559238
"08-SU",40,0.0437488030338248
"08-SU",41,0.030954666417627
"08-SU",42,0.0204176566789697
"08-SU",43,0.0104759466655323
"08-SU",44,0.000969755304209008
"08-SU",45,0
"08-SU",46,0.00192191126424902
"08-SU",47,0
"08-SU",48,0
"08-WD",1,0
"08-WD",2,0
"08-WD",3,0
"08-WD",4,0
"08-WD",5,0
"08-WD",6,0
"08-WD",7,0
"08-WD",8,0
"08-WD",9,0
"08-WD",10,0
"08-WD",11,0
"08-WD",12,0
"08-WD",13,0
"08-WD",14,0.00100288998296449
"08-WD",15,0.000920110558125742
"08-WD",16,0.0258937149883133
"08-WD",17,0.0239973706600912
"08-WD",18,0.024677996657806
"08-WD",19,0.0193666994912376
"08-WD",20,0.0171533621559732
"08-WD",21,0.00963331512788901
"08-WD",22,0.00745663725285364
"08-WD",23,0.00712203638325282
"08-WD",24,0.00940047460170346
"08-WD",25,0.00828802997240088
"08-WD",26,0.00459841501812172
"08-WD",27,0.00645821419332748
"08-WD",28,0.00600787489782054
"08-WD",29,0.00302989361622835
"08-WD",30,0
"08-WD",31,0
"08-WD",32,0.00756078875280253
"08-WD",33,0.0232765210897962
"08-WD",34,0.0165206441255287
"08-WD",35,0.0123213327707063
"08-WD",36,0.0139984411985691
"08-WD",37,0.014434894786587
"08-WD",38,0.0194804422632888
"08-WD",39,0.00617116377430305
"08-WD",40,0.00614099280961727
"08-WD",41,0
"08-WD",42,0
"08-WD",43,0
"08-WD",44,0
"08-WD",45,0
"08-WD",46,0
"08-WD",47,0
"08-WD",48,0
"09-SA",1,0.0220749784170987
"09-SA",2,0.0182094680297579
"09-SA",3,0.0146244477514498
"09-SA",4,0.014530424251921
"09-SA",5,0.0166450550538825
"09-SA",6,0.0171484659589208
"09-SA",7,0.0238656600945831
"09-SA",8,0.0293764495482607
"09-SA",9,0.0464197968828916
"09-SA",10,0.0707019525629533
"09-SA",11,0.117372643820444
"09-SA",12,0.190766511010776
"09-SA",13,0.251550309475678
"09-SA",14,0.293139275584891
"09-SA",15,0.240316009945153
"09-SA",16,0.236802147750115
"09-SA",17,0.178847399378297
"09-SA",18,0.135234558805443
"09-SA",19,0.113308730812479
"09-SA",20,0.0937227467004718
"09-SA",21,0.0691490174476493
"09-SA",22,0.0611527119709477
"09-SA",23,0.0771079139108902
"09-SA",24,0.0761167342500555
"09-SA",25,0.0810421483859602
"09-SA",26,0.0928505431570681
"09-SA",27,0.0856269015282214
"09-SA",28,0.0862127130584456
"09-SA",29,0.0931298883625052
"09-SA",30,0.103890224821559
"09-SA",31,0.144193873973812
"09-SA",32,0.193464946538896
"09-SA",33,0.195254252412757
"09-SA",34,0.205142768996038
"09-SA",35,0.233400637095535
"09-SA",36,0.27004424225603
"09-SA",37,0.280336086818279
"09-SA",38,0.296272010838117
"09-SA",39,0.273276583127462
"09-SA",40,0.239554816128865
"09-SA",41,0.203762309759614
"09-SA",42,0.181395063558308
"09-SA",43,0.147364666787504
"09-SA",44,0.103057972171708
"09-SA",45,0.0704353675926887
"09-SA",46,0.0468600990975935
"09-SA",47,0.0381450252996375
"09-SA",48,0.0290368592329095
"09-SU",1,0.0209757689096364
"09-SU",2,0.0170001527261366
"09-SU",3,0.0171852445308879
"09-SU",4,0.0177014979069942
"09-SU",5,0.0165524087272658
"09-SU",6,0.0183889048372295
"09-SU",7,0.0269927234442655
"09-SU",8,0.031925183596419
"09-SU",9,0.051130844590693
"09-SU",10,0.0680310907689714
"09-SU",11,0.121782928219988
"09-SU",12,0.183660099944388
"09-SU",13,0.229104754458031
"09-SU",14,0.274199511838
"09-SU",15,0.22080335981179
"09-SU",16,0.209482949749494
"09-SU",17,0.176882926630506
"09-SU",18,0.146775422588544
"09-SU",19,0.10033189140337
"09-SU",20,0.0781337675769189
"09-SU",21,0.0604684133253706
"09-SU",22,0.0613095115533112
"09-SU",23,0.0658308334963751
"09-SU",24,0.0500439123388937
"09-SU",25,0.0607805256965935
"09-SU",26,0.0548693258584362
"09-SU",27,0.0621963018888146
"09-SU",28,0.075309823751299
"09-SU",29,0.0864289081487292
"09-SU",30,0.0958482949385452
"09-SU",31,0.147309698803239
"09-SU",32,0.210373524569403
"09-SU",33,0.221181119482338
"09-SU",34,0.235478020583715
"09-SU",35,0.263127516123434
"09-SU",36,0.295266839667458
"09-SU",37,0.329943069198087
"09-SU",38,0.334752112948565
"09-SU",39,0.306987410464236
"09-SU",40,0.267935764784001
"09-SU",41,0.205013356782983
"09-SU",42,0.176974821707753
"09-SU",43,0.129741678298811
"09-SU",44,0.0817835755840193
"09-SU",45,0.0488088238521739
"09-SU",46,0.0354300117066318
"09-SU",47,0.0204046569980961
"09-SU",48,0.0164346858663992
"09-WD",1,0.0148850804564248
"09-WD",2,0.012384350280033
"09-WD",3,0.0112868142925499
"09-WD",4,0.0111424232959574
"09-WD",5,0.0121152214948094
"09-WD",6,0.0151951957421295
"09-WD",7,0.020110332226605
"09-WD",8,0.0275780348742426
"09-WD",9,0.044356373651873
"09-WD",10,0.0676713720788912
"09-WD",11,0.117963112042368
"09-WD",12,0.199148292965358
"09-WD",13,0.276201060010835
"09-WD",14,0.303957959280055
"09-WD",15,0.235517614909531
"09-WD",16,0.173281653662292
"09-WD",17,0.116428606424965
"09-WD",18,0.0907691748007948
"09-WD",19,0.0722728627145141
"09-WD",20,0.0612354209879677
"09-WD",21,0.048934747529158
"09-WD",22,0.0434207234240317
"09-WD",23,0.0511109507762376
"09-WD",24,0.0484134279490135
"09-WD",25,0.0448890903785508
"09-WD",26,0.0475704134561716
"09-WD",27,0.0519410993948604
"09-WD",28,0.0563518910090158
"09-WD",29,0.0623029316337607
"09-WD",30,0.0721273164337281
"09-WD",31,0.107363591442658
"09-WD",32,0.16982070692469
"09-WD",33,0.217208797342153
"09-WD",34,0.234453005941023
"09-WD",35,0.257348601125083
"09-WD",36,0.291921748101363
"09-WD",37,0.313555536603221
"09-WD",38,0.332728053694937
"09-WD",39,0.30639786672177
"09-WD",40,0.268735552334381
"09-WD",41,0.221080335832303
"09-WD",42,0.179351518766278
"09-WD",43,0.139113867003003
"09-WD",44,0.0963723939570868
"09-WD",45,0.0598694895524174
"09-WD",46,0.038626610269381
"09-WD",47,0.0278249666877191
"09-WD",48,0.0199128960019722
"10-SA",1,0.08736860695133
"10-SA",2,0.0724856282280251
"10-SA",3,0.0631010166691122
"10-SA",4,0.0620094836188995
"10-SA",5,0.058374678571861
"10-SA",6,0.0616885753832372
"10-SA",7,0.0780907172451184
"10-SA",8,0.085939095186062
"10-SA",9,0.142232288048843
"10-SA",10,0.206707130654525
"10-SA",11,0.38129461211887
"10-SA",12,0.573143639488784
"10-SA",13,0.770333711425444
"10-SA",14,0.901841006383601
"10-SA",15,0.89065070140058
"10-SA",16,0.822099142750932
"10-SA",17,0.678435424536358
"10-SA",18,0.561080166110991
"10-SA",19,0.454983010180703
"10-SA",20,0.378002184033042
"10-SA",21,0.323067857906651
"10-SA",22,0.298366823464818
"10-SA",23,0.312539589506424
"10-SA",24,0.300853211888919
"10-SA",25,0.322913659668985
"10-SA",26,0.325396983018071
"10-SA",27,0.346236194365079
"10-SA",28,0.355333876287395
"10-SA",29,0.370249784958602
"10-SA",30,0.428869491761325
"10-SA",31,0.561013631761583
"10-SA",32,0.737023120486293
"10-SA",33,0.908394637475751
"10-SA",34,1.01861883922206
"10-SA",35,1.10690892894199
"10-SA",36,1.1266832308776
"10-SA",37,1.09401086976968
"10-SA",38,1.03476401742275
"10-SA",39,0.939902579881831
"10-SA",40,0.842181011169183
"10-SA",41,0.745538464651729
"10-SA",42,0.677197501881199
"10-SA",43,0.563027039108204
"10-SA",44,0.432822606349687
"10-SA",45,0.303150311296832
"10-SA",46,0.206864323898521
"10-SA",47,0.148999937032779
"10-SA",48,0.11145532324413
"10-SU",1,0.0818470095068634
"10-SU",2,0.0759353031214236
"10-SU",3,0.0676700914164582
"10-SU",4,0.0718190084091679
"10-SU",5,0.0691024661364826
"10-SU",6,0.0752323984177753
"10-SU",7,0.0852369029548556
"10-SU",8,0.0989264276249066
"10-SU",9,0.154229098819033
"10-SU",10,0.228659552264752
"10-SU",11,0.429189683205768
"10-SU",12,0.6338559563851
"10-SU",13,0.816465362360032
"10-SU",14,0.927983399061159
"10-SU",15,0.898971841367179
"10-SU",16,0.833691484841693
"10-SU",17,0.702731050559245
"10-SU",18,0.593530881700683
"10-SU",19,0.489931792338014
"10-SU",20,0.400068298584142
"10-SU",21,0.346163291546532
"10-SU",22,0.322528107274009
"10-SU",23,0.339884162694265
"10-SU",24,0.328415364638434
"10-SU",25,0.355419299540507
"10-SU",26,0.35567250054963
"10-SU",27,0.36270476828734
"10-SU",28,0.384296284460799
"10-SU",29,0.4141148958537
"10-SU",30,0.465694178694251
"10-SU",31,0.618336471521734
"10-SU",32,0.768391875889332
"10-SU",33,0.899467242177378
"10-SU",34,1.00373549286398
"10-SU",35,1.13362392283354
"10-SU",36,1.17601533092106
"10-SU",37,1.15032100372519
"10-SU",38,1.09792222763975
"10-SU",39,1.01735921440288
"10-SU",40,0.894661753489627
"10-SU",41,0.796473196331557
"10-SU",42,0.678984424798997
"10-SU",43,0.526030756407176
"10-SU",44,0.375651275334143
"10-SU",45,0.253222778011728
"10-SU",46,0.16811631924941
"10-SU",47,0.112180973823436
"10-SU",48,0.0854094824029998
"10-WD",1,0.0638339677113803
"10-WD",2,0.0557456631740782
"10-WD",3,0.0515176953358025
"10-WD",4,0.0537413448627476
"10-WD",5,0.0546792626544335
"10-WD",6,0.0591290743134951
"10-WD",7,0.0751053287111288
"10-WD",8,0.0942236578176126
"10-WD",9,0.161965979978997
"10-WD",10,0.269620714915978
"10-WD",11,0.485327394176153
"10-WD",12,0.703652573068139
"10-WD",13,0.881963223493475
"10-WD",14,0.977100210677792
"10-WD",15,0.914601528637431
"10-WD",16,0.769807916669853
"10-WD",17,0.610842777758302
"10-WD",18,0.48208161724877
"10-WD",19,0.377538581830104
"10-WD",20,0.308717096976993
"10-WD",21,0.265108616976669
"10-WD",22,0.247232984635358
"10-WD",23,0.250966001941599
"10-WD",24,0.244058961271661
"10-WD",25,0.254513779568825
"10-WD",26,0.26980308449968
"10-WD",27,0.284542048992386
"10-WD",28,0.310063953349324
"10-WD",29,0.349617059288231
"10-WD",30,0.420792846463879
"10-WD",31,0.570727006504935
"10-WD",32,0.742589670321419
"10-WD",33,0.92937099494845
"10-WD",34,1.07497471497544
"10-WD",35,1.18691262677484
"10-WD",36,1.21506768293865
"10-WD",37,1.20013622572296
"10-WD",38,1.14233079907026
"10-WD",39,1.05345052637827
"10-WD",40,0.952765728247212
"10-WD",41,0.829951877475846
"10-WD",42,0.707820321760331
"10-WD",43,0.556857624535695
"10-WD",44,0.40472023573313
"10-WD",45,0.281805767765219
"10-WD",46,0.184184835600872
"10-WD",47,0.125576668163365
"10-WD",48,0.0896955253567372
"11-SA",1,0.257738269744583
"11-SA",2,0.194975817700611
"11-SA",3,0.162292442127442
"11-SA",4,0.143381214098671
"11-SA",5,0.135785342635699
"11-SA",6,0.132341241878554
"11-SA",7,0.128783585737199
"11-SA",8,0.119784137300301
"11-SA",9,0.138539729127593
"11-SA",10,0.153316452263
"11-SA",11,0.208191571544442
"11-SA",12,0.33274110562177
"11-SA",13,0.738847043413339
"11-SA",14,1.3183354533092
"11-SA",15,1.74261277004708
"11-SA",16,1.91450050825281
"11-SA",17,1.82289888620249
"11-SA",18,1.64880434412449
"11-SA",19,1.38452941918101
"11-SA",20,1.19310302442415
"11-SA",21,1.03776896312274
"11-SA",22,0.939418989433814
"11-SA",23,0.880133463344317
"11-SA",24,0.897495665517557
"11-SA",25,0.995943071267664
"11-SA",26,1.05630544290528
"11-SA",27,1.09461558380663
"11-SA",28,1.13557379520181
"11-SA",29,1.19251926562406
"11-SA",30,1.23348019702799
"11-SA",31,1.3627809261613
"11-SA",32,1.4864522276704
"11-SA",33,1.78368746554147
"11-SA",34,2.10912843092554
"11-SA",35,2.2606239101319
"11-SA",36,2.21387470683555
"11-SA",37,2.15234321690899
"11-SA",38,2.07583375831983
"11-SA",39,1.97389986891166
"11-SA",40,1.8529237506256
"11-SA",41,1.76582379965957
"11-SA",42,1.62833437202385
"11-SA",43,1.44470356383153
"11-SA",44,1.27250104747094
"11-SA",45,1.05224210621305
"11-SA",46,0.779001537408511
"11-SA",47,0.551079622044821
"11-SA",48,0.381993433558322
"11-SU",1,0.245706285720939
"11-SU",2,0.207680753397982
"11-SU",3,0.17653645781536
"11-SU",4,0.151904903806861
"11-SU",5,0.132539199911459
"11-SU",6,0.126264787967486
"11-SU",7,0.125400589676381
"11-SU",8,0.123426989135102
"11-SU",9,0.127437797428876
"11-SU",10,0.142611224346336
"11-SU",11,0.177505046018291
"11-SU",12,0.296819236320315
"11-SU",13,0.632479928520755
"11-SU",14,1.15148147674154
"11-SU",15,1.57434854013759
"11-SU",16,1.74365008511945
"11-SU",17,1.62738035071563
"11-SU",18,1.51351926899338
"11-SU",19,1.29731570478903
"11-SU",20,1.14687189111488
"11-SU",21,1.04179836475678
"11-SU",22,0.962567471769548
"11-SU",23,0.888351793750279
"11-SU",24,0.875972751438673
"11-SU",25,0.968801461754806
"11-SU",26,1.03814588191953
"11-SU",27,1.05752100919064
"11-SU",28,1.06769316581461
"11-SU",29,1.08351793838612
"11-SU",30,1.13611528224896
"11-SU",31,1.22686693997611
"11-SU",32,1.35880878561591
"11-SU",33,1.66021336276662
"11-SU",34,2.01515114153027
"11-SU",35,2.14691477818395
"11-SU",36,2.0864666372792
"11-SU",37,2.02468796065935
"11-SU",38,1.96681589905894
"11-SU",39,1.90680433542064
"11-SU",40,1.84365335083243
"11-SU",41,1.71351980114915
"11-SU",42,1.58789020710946
"11-SU",43,1.41528851576135
"11-SU",44,1.2160267461737
"11-SU",45,0.95696948389231
"11-SU",46,0.690615746139764
"11-SU",47,0.429896538673135
"11-SU",48,0.274886649986195
"11-WD",1,0.198632831639779
"11-WD",2,0.151624380527094
"11-WD",3,0.134947818067784
"11-WD",4,0.116574904973655
"11-WD",5,0.118069253346787
"11-WD",6,0.119520793021897
"11-WD",7,0.116725685324814
"11-WD",8,0.12031974930634
"11-WD",9,0.121022592482609
"11-WD",10,0.130110820888247
"11-WD",11,0.219134981457246
"11-WD",12,0.39710613167429
"11-WD",13,0.923319058542788
"11-WD",14,1.62944424110253
"11-WD",15,2.02751647352786
"11-WD",16,2.00136782683207
"11-WD",17,1.73719046383434
"11-WD",18,1.39683512239079
"11-WD",19,1.05417887408007
"11-WD",20,0.853630412546038
"11-WD",21,0.715728069991615
"11-WD",22,0.631066104703574
"11-WD",23,0.578137087588346
"11-WD",24,0.578817164169285
"11-WD",25,0.6557328415467
"11-WD",26,0.698218211248566
"11-WD",27,0.724367301122871
"11-WD",28,0.770804154697209
"11-WD",29,0.796500666129592
"11-WD",30,0.858120650178526
"11-WD",31,1.00418202532349
"11-WD",32,1.18605689122885
"11-WD",33,1.6149208027846
"11-WD",34,2.07004843173578
"11-WD",35,2.28327149056725
"11-WD",36,2.26065456650306
"11-WD",37,2.22402215235687
"11-WD",38,2.16195503790099
"11-WD",39,2.05615693214042
"11-WD",40,1.94301658583585
"11-WD",41,1.81879508608852
"11-WD",42,1.67252956147153
"11-WD",43,1.48561984690009
"11-WD",44,1.28067832538397
"11-WD",45,1.00468259110236
"11-WD",46,0.692735068696691
"11-WD",47,0.450406906747012
"11-WD",48,0.295857822927209
"12-SA",1,0.588667694473949
"12-SA",2,0.479132787976835
"12-SA",3,0.427559356605918
"12-SA",4,0.386787523928407
"12-SA",5,0.381060378812177
"12-SA",6,0.381462026590511
"12-SA",7,0.36465686895357
"12-SA",8,0.363969726964406
"12-SA",9,0.380976853133462
"12-SA",10,0.399915872225857
"12-SA",11,0.49444702339771
"12-SA",12,0.679387669051867
"12-SA",13,1.15244977076581
"12-SA",14,1.79045430651368
"12-SA",15,2.34197176723452
"12-SA",16,2.63258034044319
"12-SA",17,2.61583064036347
"12-SA",18,2.50659730186465
"12-SA",19,2.28798293036914
"12-SA",20,2.11878701054371
"12-SA",21,1.94867386639548
"12-SA",22,1.84638960113833
"12-SA",23,1.76540478015006
"12-SA",24,1.71129560781309
"12-SA",25,1.76509361355916
"12-SA",26,1.76792841615343
"12-SA",27,1.79223139261457
"12-SA",28,1.85991215872498
"12-SA",29,1.89528057435688
"12-SA",30,1.94337490350347
"12-SA",31,2.07669021457789
"12-SA",32,2.22865292981468
"12-SA",33,2.46842236266463
"12-SA",34,2.70116796039038
"12-SA",35,2.80540996121531
"12-SA",36,2.76268475012299
"12-SA",37,2.73336646045843
"12-SA",38,2.65139849784148
"12-SA",39,2.55495358538411
"12-SA",40,2.48548855441912
"12-SA",41,2.35742133497721
"12-SA",42,2.23655018556961
"12-SA",43,2.0447487609808
"12-SA",44,1.82803400314278
"12-SA",45,1.5285440159789
"12-SA",46,1.20379962688844
"12-SA",47,0.891590854025031
"12-SA",48,0.686201766682201
"12-SU",1,0.527448763807491
"12-SU",2,0.46694035541245
"12-SU",3,0.406423860553266
"12-SU",4,0.370954873367089
"12-SU",5,0.353748922572724
"12-SU",6,0.348503493996493
"12-SU",7,0.355674888326664
"12-SU",8,0.358692897389123
"12-SU",9,0.372153667388133
"12-SU",10,0.391410423467623
"12-SU",11,0.479621610456404
"12-SU",12,0.645784488360501
"12-SU",13,1.11723486682672
"12-SU",14,1.69774239628754
"12-SU",15,2.21757521588429
"12-SU",16,2.49315296366589
"12-SU",17,2.45746803545379
"12-SU",18,2.41913694820062
"12-SU",19,2.23309469196283
"12-SU",20,2.1196668679189
"12-SU",21,1.99657906667521
"12-SU",22,1.91666268756343
"12-SU",23,1.79969507385175
"12-SU",24,1.73656949265443
"12-SU",25,1.80313574425673
"12-SU",26,1.82588556501823
"12-SU",27,1.85436631898562
"12-SU",28,1.87824241794714
"12-SU",29,1.90206678633394
"12-SU",30,1.99012374426749
"12-SU",31,2.12172062190207
"12-SU",32,2.22323301122216
"12-SU",33,2.45388895512305
"12-SU",34,2.67046660793931
"12-SU",35,2.75094051746714
"12-SU",36,2.70289902400018
"12-SU",37,2.67391448794144
"12-SU",38,2.63293203370359
"12-SU",39,2.58447464705333
"12-SU",40,2.51131375431389
"12-SU",41,2.39357086360274
"12-SU",42,2.26404415300846
"12-SU",43,2.0660575876526
"12-SU",44,1.84130750191898
"12-SU",45,1.51718404425578
"12-SU",46,1.16354127966231
"12-SU",47,0.8251103772043
"12-SU",48,0.594774648897853
"12-WD",1,0.486984690761156
"12-WD",2,0.404744156238238
"12-WD",3,0.369817023821786
"12-WD",4,0.341047362958589
"12-WD",5,0.343967334453782
"12-WD",6,0.335859196317856
"12-WD",7,0.341900099206254
"12-WD",8,0.34881645930061
"12-WD",9,0.361911405051107
"12-WD",10,0.385426306511078
"12-WD",11,0.535228220199942
"12-WD",12,0.786108455802418
"12-WD",13,1.4314951190844
"12-WD",14,2.21401091348172
"12-WD",15,2.67445640914576
"12-WD",16,2.76120154486486
"12-WD",17,2.59874111787192
"12-WD",18,2.32646940141495
"12-WD",19,2.0565622694789
"12-WD",20,1.89217263565473
"12-WD",21,1.76808015487694
"12-WD",22,1.68484846596324
"12-WD",23,1.61623462307661
"12-WD",24,1.60514838815736
"12-WD",25,1.66433981976435
"12-WD",26,1.69436258023812
"12-WD",27,1.72862113229917
"12-WD",28,1.77460796176747
"12-WD",29,1.79749070174375
"12-WD",30,1.85720022607385
"12-WD",31,2.01991249766202
"12-WD",32,2.16569961235154
"12-WD",33,2.49492360440053
"12-WD",34,2.80402796164329
"12-WD",35,2.94895941932833
"12-WD",36,2.92839676991683
"12-WD",37,2.90444217455728
"12-WD",38,2.85866405878753
"12-WD",39,2.77914104335089
"12-WD",40,2.68374197281121
"12-WD",41,2.55741055565213
"12-WD",42,2.41508452709832
"12-WD",43,2.20409589873051
"12-WD",44,1.9503567250824
"12-WD",45,1.6106076503905
"12-WD",46,1.20038397921953
"12-WD",47,0.87056763470179
"12-WD",48,0.656738149124758
