"day","halfhour","shape"
"02-WD",9,0.36286755936625
"02-WD",10,0.400544623425891
"02-WD",11,0.561407077201955
"02-WD",12,0.827261449753064
"02-WD",13,1.51070762907287
"02-WD",14,2.35707565223598
"02-WD",15,2.8897951039256
"02-WD",16,2.96832529412217
"02-WD",17,2.76265388213477
"02-WD",18,2.40431286239221
"02-WD",19,2.05429562749479
"02-WD",20,1.82847673086148
"02-WD",21,1.65097321234347
"02-WD",22,1.5507492191761
"02-WD",23,1.48358474496493
"02-WD",24,1.4833330832906
"02-WD",25,1.55570522430007
"02-WD",26,1.59734508713772
"02-WD",27,1.61001705002649
"02-WD",28,1.64535582387728
"02-WD",29,1.64274266233061
"02-WD",30,1.6978046442716
"02-WD",31,1.84424947290234
"02-WD",32,2.00220221174929
"02-WD",33,2.38778963358263
"02-WD",34,2.79506244509306
"02-WD",35,3.03840247756536
"02-WD",36,3.03774806408392
"02-WD",37,3.03327827223439
"02-WD",38,2.99773689265705
"02-WD",39,2.9070950358061
"02-WD",40,2.80317514776959
"02-WD",41,2.67771907939481
"02-WD",42,2.53631783888618
"02-WD",43,2.30766464484563
"02-WD",44,2.03572365890569
"02-WD",45,1.64104053099368
"02-WD",46,1.17212804939224
"02-WD",47,0.796891402966402
"02-WD",48,0.579360349550003
"03-SA",1,0.302487443718944
"03-SA",2,0.24664608482448
"03-SA",3,0.209585190249711
"03-SA",4,0.200593621228936
"03-SA",5,0.194023956481308
"03-SA",6,0.180732832288019
"03-SA",7,0.1783396526035
"03-SA",8,0.184353962597885
"03-SA",9,0.190860103585653
"03-SA",10,0.221143674850034
"03-SA",11,0.318579260837372
"03-SA",12,0.455376834197468
"03-SA",13,0.911899270830594
"03-SA",14,1.53201348809489
"03-SA",15,2.02184661275943
"03-SA",16,2.21345855000173
"03-SA",17,2.1176439679586
"03-SA",18,1.84060055288963
"03-SA",19,1.52496951170453
"03-SA",20,1.29969613508829
"03-SA",21,1.09618912103266
"03-SA",22,0.982563792432526
"03-SA",23,0.897680252222869
"03-SA",24,0.875855121190044
"03-SA",25,0.940283093621482
"03-SA",26,0.97047187817474
"03-SA",27,0.947920674803704
"03-SA",28,0.942987512149631
"03-SA",29,0.928072050784056
"03-SA",30,0.933906291822479
"03-SA",31,1.05201844528609
"03-SA",32,1.15983512124595
"03-SA",33,1.52211766872629
"03-SA",34,1.91512869998631
"03-SA",35,2.13795353857707
"03-SA",36,2.17923328819956
"03-SA",37,2.23602466267716
"03-SA",38,2.23068020113935
"03-SA",39,2.15772542224958
"03-SA",40,2.06044774577313
"03-SA",41,1.93188529171412
"03-SA",42,1.81488355168797
"03-SA",43,1.65304116355041
"03-SA",44,1.43993794746054
"03-SA",45,1.18691441674994
"03-SA",46,0.874216317714886
"03-SA",47,0.601928656031732
"03-SA",48,0.436929217619971
"03-SU",1,0.321105850556595
"03-SU",2,0.282321344592841
"03-SU",3,0.243229594817925
"03-SU",4,0.220067626421018
"03-SU",5,0.209940750386493
"03-SU",6,0.210571353392992
"03-SU",7,0.216764617046326
"03-SU",8,0.227809408480068
"03-SU",9,0.236356858244072
"03-SU",10,0.287768585649783
"03-SU",11,0.413430533193314
"03-SU",12,0.612220482368624
"03-SU",13,1.06642203764072
"03-SU",14,1.65613101437925
"03-SU",15,2.12118265538385
"03-SU",16,2.26563778512335
"03-SU",17,2.10910692368355
"03-SU",18,1.85331137002102
"03-SU",19,1.52246771845081
"03-SU",20,1.30673484234081
"03-SU",21,1.1264871447975
"03-SU",22,0.972260626558241
"03-SU",23,0.880685952219782
"03-SU",24,0.847023775277182
"03-SU",25,0.903947897934007
"03-SU",26,0.896339540336988
"03-SU",27,0.873187995737687
"03-SU",28,0.868120734028657
"03-SU",29,0.870057337819125
"03-SU",30,0.869711297623416
"03-SU",31,0.976967193107183
"03-SU",32,1.09550367137036
"03-SU",33,1.44362336775966
"03-SU",34,1.77714207466858
"03-SU",35,2.0039603949987
"03-SU",36,2.07183422368249
"03-SU",37,2.16422876938912
"03-SU",38,2.21201274173686
"03-SU",39,2.15597954322277
"03-SU",40,2.04828006061182
"03-SU",41,1.90138738199849
"03-SU",42,1.7540839439115
"03-SU",43,1.52890527383381
"03-SU",44,1.27539002598792
"03-SU",45,0.980282111285892
"03-SU",46,0.700755443635543
"03-SU",47,0.449553112127046
"03-SU",48,0.311114928556724
"03-WD",1,0.277433131120711
"03-WD",2,0.231243491200769
"03-WD",3,0.214101910045969
"03-WD",4,0.204993822064739
"03-WD",5,0.201133669781987
"03-WD",6,0.208573010101801
"03-WD",7,0.213496009350034
"03-WD",8,0.235627320786306
"03-WD",9,0.2600432883434
"03-WD",10,0.323403578409657
"03-WD",11,0.511867398502695
"03-WD",12,0.7930412067779
"03-WD",13,1.43720588112232
"03-WD",14,2.13280368027007
"03-WD",15,2.492179245434
"03-WD",16,2.43192401083667
"03-WD",17,2.13829292000174
"03-WD",18,1.71532236496823
"03-WD",19,1.34194425975691
"03-WD",20,1.09911550252887
"03-WD",21,0.945755888023443
"03-WD",22,0.850478784862704
"03-WD",23,0.791362947954488
"03-WD",24,0.785824719409786
"03-WD",25,0.841389416520223
"03-WD",26,0.851555452291464
"03-WD",27,0.867563883067442
"03-WD",28,0.888188604831568
"03-WD",29,0.902442738822331
"03-WD",30,0.984480402792212
"03-WD",31,1.17985467512642
"03-WD",32,1.34319854960043
"03-WD",33,1.7482157836183
"03-WD",34,2.15027039812251
"03-WD",35,2.40694426441858
"03-WD",36,2.43299109416705
"03-WD",37,2.46049410512006
"03-WD",38,2.44300492228207
"03-WD",39,2.34882379396846
"03-WD",40,2.22844847552756
"03-WD",41,2.0907471191615
"03-WD",42,1.93117833745783
"03-WD",43,1.71616994435635
"03-WD",44,1.45932698552311
"03-WD",45,1.14268645266902
"03-WD",46,0.791975767022026
"03-WD",47,0.524439822856906
"03-WD",48,0.368112512726517
"04-SA",1,0.138458703820625
"04-SA",2,0.114635628369878
"04-SA",3,0.122833259574288
"04-SA",4,0.107742637708969
"04-SA",5,0.108212989157132
"04-SA",6,0.122147787778115
"04-SA",7,0.133764866900749
"04-SA",8,0.152758514772324
"04-SA",9,0.247843122210971
"04-SA",10,0.404600844386683
"04-SA",11,0.652876944582896
"04-SA",12,0.915811178907142
"04-SA",13,1.12795376796613
"04-SA",14,1.22396950453913
"04-SA",15,1.18933402185486
"04-SA",16,1.07825736330758
"04-SA",17,0.936446443328377
"04-SA",18,0.831615250199668
"04-SA",19,0.729746642377634
"04-SA",20,0.624162355227881
"04-SA",21,0.556394184358823
"04-SA",22,0.563808656803327
"04-SA",23,0.569587319538451
"04-SA",24,0.550163521980959
"04-SA",25,0.559951054061209
"04-SA",26,0.508397910811959
"04-SA",27,0.4936531714765
"04-SA",28,0.509651079154604
"04-SA",29,0.551613237568036
"04-SA",30,0.622141959770181
"04-SA",31,0.832658849940623
"04-SA",32,1.03842558128244
"04-SA",33,1.11228529491078
"04-SA",34,1.1802232535545
"04-SA",35,1.18303072137876
"04-SA",36,1.11396230904636
"04-SA",37,1.1031593561875
"04-SA",38,1.03367741579973
"04-SA",39,0.961859334218768
"04-SA",40,0.90625724321096
"04-SA",41,0.854961502264001
"04-SA",42,0.769282354283854
"04-SA",43,0.659006134883399
"04-SA",44,0.49748280699259
"04-SA",45,0.374865181781205
"04-SA",46,0.278581265413209
"04-SA",47,0.22438385634505
"04-SA",48,0.175208485530342
"04-SU",1,0.140540627547213
"04-SU",2,0.130049970640209
"04-SU",3,0.141334458136319
"04-SU",4,0.125945831741844
"04-SU",5,0.125774313053999
"04-SU",6,0.129804115986599
"04-SU",7,0.146518559583374
"04-SU",8,0.166348120914782
"04-SU",9,0.26692266643576
"04-SU",10,0.428136113876991
"04-SU",11,0.655610394167858
"04-SU",12,0.931285141913337
"04-SU",13,1.08538059424456
"04-SU",14,1.15129656750601
"04-SU",15,1.14268151191473
"04-SU",16,1.06714955992194
"04-SU",17,1.01111179358706
"04-SU",18,0.901722216333094
"04-SU",19,0.80238879712021
"04-SU",20,0.7187241566648
"04-SU",21,0.716332080474445
"04-SU",22,0.712217724218949
"04-SU",23,0.752826566712257
"04-SU",24,0.739751574656699
"04-SU",25,0.698191949386509
"04-SU",26,0.606940141779437
"04-SU",27,0.567089950443652
"04-SU",28,0.562858235588832
"04-SU",29,0.599134729682037
"04-SU",30,0.615889019597063
"04-SU",31,0.860053205864309
"04-SU",32,1.04820602782343
"04-SU",33,1.0415822705751
"04-SU",34,1.07524579384796
"04-SU",35,1.11207137742633
"04-SU",36,1.07143517682206
"04-SU",37,1.04581906721991
"04-SU",38,0.974805189624471
"04-SU",39,0.910339438820692
"04-SU",40,0.883505018661382
"04-SU",41,0.845337025645374
"04-SU",42,0.69038055294976
"04-SU",43,0.59893383624712
"04-SU",44,0.443642552596415
"04-SU",45,0.299641065736787
"04-SU",46,0.215649515941695
"04-SU",47,0.162800856978467
"04-SU",48,0.127965145035896
"04-WD",1,0.107366449933933
"04-WD",2,0.100110176861806
"04-WD",3,0.111659092792052
"04-WD",4,0.0991638945771174
"04-WD",5,0.101603030388634
"04-WD",6,0.110801558135006
"04-WD",7,0.128559996336413
"04-WD",8,0.157058035082975
"04-WD",9,0.270620840460649
"04-WD",10,0.461550701984649
"04-WD",11,0.756009094922978
"04-WD",12,1.12051726820327
"04-WD",13,1.23879567303865
"04-WD",14,1.20090906701962
"04-WD",15,1.05100313219686
"04-WD",16,0.851061845541338
"04-WD",17,0.696507619220054
"04-WD",18,0.556710243993887
"04-WD",19,0.470440774981643
"04-WD",20,0.40068216590294
"04-WD",21,0.369616587719564
"04-WD",22,0.361502993218231
"04-WD",23,0.391940440047582
"04-WD",24,0.367205923568458
"04-WD",25,0.353828986608199
"04-WD",26,0.346028311924155
"04-WD",27,0.330138727259987
"04-WD",28,0.34096354205107
"04-WD",29,0.391959415339264
"04-WD",30,0.490762391042013
"04-WD",31,0.690676371297443
"04-WD",32,0.938885417504054
"04-WD",33,1.04523702264184
"04-WD",34,1.09345693857168
"04-WD",35,1.09591590291221
"04-WD",36,1.05918396953572
"04-WD",37,1.02079456074872
"04-WD",38,0.949576862037872
"04-WD",39,0.922474917605711
"04-WD",40,0.86656282419209
"04-WD",41,0.796326515944449
"04-WD",42,0.681772075956708
"04-WD",43,0.595962375534066
"04-WD",44,0.429286734799924
"04-WD",45,0.303352991742916
"04-WD",46,0.210698043350302
"04-WD",47,0.157477960123465
"04-WD",48,0.128463185108481
"05-SA",1,0.062135331906592
"05-SA",2,0.0534893867407258
"05-SA",3,0.0537443780506754
"05-SA",4,0.0497547822443048
"05-SA",5,0.0514244244023506
"05-SA",6,0.0540601267492271
"05-SA",7,0.0599945694352085
"05-SA",8,0.0741078359598823
"05-SA",9,0.122959362222323
"05-SA",10,0.20246952272777
"05-SA",11,0.328914316025999
"05-SA",12,0.463109058723431
"05-SA",13,0.597823954566389
"05-SA",14,0.644318755829953
"05-SA",15,0.601136389167341
"05-SA",16,0.540838311610799
"05-SA",17,0.429331951794183
"05-SA",18,0.362786420423016
"05-SA",19,0.30759977739799
"05-SA",20,0.263605131950493
"05-SA",21,0.241017919051374
"05-SA",22,0.251247233667214
"05-SA",23,0.249867425333033
"05-SA",24,0.255607780788545
"05-SA",25,0.266276350955657
"05-SA",26,0.253054059943914
"05-SA",27,0.252702969367301
"05-SA",28,0.257812134290181
"05-SA",29,0.275126072429424
"05-SA",30,0.298365644227745
"05-SA",31,0.395485776742503
"05-SA",32,0.47712451088249
"05-SA",33,0.504462329625734
"05-SA",34,0.539036703885296
"05-SA",35,0.549831121688238
"05-SA",36,0.544342835209024
"05-SA",37,0.531779225819875
"05-SA",38,0.504650921872395
"05-SA",39,0.49091469961323
"05-SA",40,0.477962776959989
"05-SA",41,0.464182359281842
"05-SA",42,0.428461897623495
"05-SA",43,0.373034261269226
"05-SA",44,0.288663137955919
"05-SA",45,0.199624828311992
"05-SA",46,0.145505254035376
"05-SA",47,0.109656233209085
"05-SA",48,0.0807680172857975
"05-SU",1,0.0612786887805448
"05-SU",2,0.0607444243864454
"05-SU",3,0.0634248531967615
"05-SU",4,0.0531436040655372
"05-SU",5,0.0524080674761508
"05-SU",6,0.0554662909110325
"05-SU",7,0.0639793701258414
"05-SU",8,0.0765786110360959
"05-SU",9,0.118794731693837
"05-SU",10,0.194097274742027
"05-SU",11,0.31336921345318
"05-SU",12,0.447904188214826
"05-SU",13,0.558593129888433
"05-SU",14,0.611224609685404
"05-SU",15,0.559528586330752
"05-SU",16,0.50888787635032
"05-SU",17,0.450262821274815
"05-SU",18,0.377977962091392
"05-SU",19,0.321224408171715
"05-SU",20,0.302768248704787
"05-SU",21,0.277493129456548
"05-SU",22,0.279837587345113
"05-SU",23,0.291247305463757
"05-SU",24,0.262656920123109
"05-SU",25,0.259524559637215
"05-SU",26,0.238816729462224
"05-SU",27,0.233630135002625
"05-SU",28,0.253131318467806
"05-SU",29,0.286012448002109
"05-SU",30,0.289979179874681
"05-SU",31,0.388187308113993
"05-SU",32,0.448630245433763
"05-SU",33,0.463948971465288
"05-SU",34,0.490224739585149
"05-SU",35,0.49423147805015
"05-SU",36,0.478670915020682
"05-SU",37,0.477518881328341
"05-SU",38,0.470891453804753
"05-SU",39,0.461308558723658
"05-SU",40,0.466253271911547
"05-SU",41,0.437823474467216
"05-SU",42,0.375063919197028
"05-SU",43,0.317737795517539
"05-SU",44,0.232582222051956
"05-SU",45,0.158952580498426
"05-SU",46,0.109436224562313
"05-SU",47,0.077004918848476
"05-SU",48,0.0576067291373733
"05-WD",1,0.0592379791998598
"05-WD",2,0.0543368457543635
"05-WD",3,0.0584179092312962
"05-WD",4,0.0542177732404896
"05-WD",5,0.0550417872023953
"05-WD",6,0.0616404901553362
"05-WD",7,0.0709413971868248
"05-WD",8,0.0905474889677548
"05-WD",9,0.15928658868425
"05-WD",10,0.280283307066468
"05-WD",11,0.460825874412627
"05-WD",12,0.662019014699229
"05-WD",13,0.757400894022839
"05-WD",14,0.724212974565991
"05-WD",15,0.616146498831137
"05-WD",16,0.482908335229683
"05-WD",17,0.382820999321509
"05-WD",18,0.306100669175383
"05-WD",19,0.256563123587938
"05-WD",20,0.222365732769913
"05-WD",21,0.205324527982664
"05-WD",22,0.204973409252939
"05-WD",23,0.213391794276021
"05-WD",24,0.201558319263881
"05-WD",25,0.196541011928757
"05-WD",26,0.191268188614733
"05-WD",27,0.18670334543442
"05-WD",28,0.195407986634363
"05-WD",29,0.228774107383812
"05-WD",30,0.264154545604133
"05-WD",31,0.374004431116627
"05-WD",32,0.47471130551594
"05-WD",33,0.543301885906475
"05-WD",34,0.584152878207654
"05-WD",35,0.580125767526556
"05-WD",36,0.585430015796925
"05-WD",37,0.579493852056302
"05-WD",38,0.569082590821973
"05-WD",39,0.558549020660625
"05-WD",40,0.540094196440361
"05-WD",41,0.506339464987634
"05-WD",42,0.438361610586849
"05-WD",43,0.378381699519609
"05-WD",44,0.273998416820409
"05-WD",45,0.186972258301838
"05-WD",46,0.125231944065268
"05-WD",47,0.0909075892715683
"05-WD",48,0.0706488107624003
"06-SA",1,0.0152044924555261
"06-SA",2,0.0117095879226033
"06-SA",3,0.00666046727962825
"06-SA",4,0.00699970081985925
"06-SA",5,0.00798334672268375
"06-SA",6,0.00870507144335146
"06-SA",7,0.0116457510401033
"06-SA",8,0.014636031996665
"06-SA",9,0.0290959694095232
"06-SA",10,0.0402599921178948
"06-SA",11,0.0812972270800354
"06-SA",12,0.126612822850178
"06-SA",13,0.149532061033469
"06-SA",14,0.196365399966191
"06-SA",15,0.183141628112011
"06-SA",16,0.164611532152588
"06-SA",17,0.139172975970288
"06-SA",18,0.123071894372701
"06-SA",19,0.11032589370792
"06-SA",20,0.107797428013996
"06-SA",21,0.0967446714747753
"06-SA",22,0.103935459525571
"06-SA",23,0.119558597885187
"06-SA",24,0.109484925450185
"06-SA",25,0.112674304594141
"06-SA",26,0.111165278716581
"06-SA",27,0.10883275504985
"06-SA",28,0.10962197491806
"06-SA",29,0.1136752900961
"06-SA",30,0.117442355809682
"06-SA",31,0.156431999590922
"06-SA",32,0.18000515097277
"06-SA",33,0.189297102177824
"06-SA",34,0.20223775417783
"06-SA",35,0.218040613791792
"06-SA",36,0.220024550224363
"06-SA",37,0.228805743586955
"06-SA",38,0.2277295197494
"06-SA",39,0.215418952047716
"06-SA",40,0.210934603466384
"06-SA",41,0.19403063127551
"06-SA",42,0.185286535629046
"06-SA",43,0.163534386873688
"06-SA",44,0.111976861065244
"06-SA",45,0.0780658330864234
"06-SA",46,0.0504379775230981
"06-SA",47,0.0358972884867278
"06-SA",48,0.0244220630702148
"06-SU",1,0.0196484122783634
"06-SU",2,0.0202756786566787
"06-SU",3,0.0184178969227641
"06-SU",4,0.0160248547938493
"06-SU",5,0.0167583551687877
"06-SU",6,0.0162762203655355
"06-SU",7,0.0186796612429416
"06-SU",8,0.0240683867243002
"06-SU",9,0.0392902993486459
"06-SU",10,0.0541529617386472
"06-SU",11,0.112303819413644
"06-SU",12,0.166104806299158
"06-SU",13,0.182203979222789
"06-SU",14,0.215994408353714
"06-SU",15,0.204344326883352
"06-SU",16,0.173418174681357
"06-SU",17,0.155202540045287
"06-SU",18,0.136668801527441
"06-SU",19,0.135666658407367
"06-SU",20,0.138185577116424
"06-SU",21,0.127629989271936
"06-SU",22,0.127837907596204
"06-SU",23,0.124349891120128
"06-SU",24,0.1191611895695
"06-SU",25,0.128425702961744
"06-SU",26,0.109280125411665
"06-SU",27,0.10601055903985
"06-SU",28,0.100281608881687
"06-SU",29,0.112540948886733
"06-SU",30,0.103692243395663
"06-SU",31,0.144487213263524
"06-SU",32,0.160242838634121
"06-SU",33,0.146632237979092
"06-SU",34,0.138244347415573
"06-SU",35,0.145547140745776
"06-SU",36,0.141182062298717
"06-SU",37,0.13344593910193
"06-SU",38,0.155282372709564
"06-SU",39,0.170555992343169
"06-SU",40,0.17921276417873
"06-SU",41,0.155779289158057
"06-SU",42,0.138697596362309
"06-SU",43,0.109278185698323
"06-SU",44,0.0737398696401048
"06-SU",45,0.0487782266719684
"06-SU",46,0.0277021572902749
"06-SU",47,0.0190283775822802
"06-SU",48,0.0113388141698168
"06-WD",1,0.00889205387792407
"06-WD",2,0.00857594942799256
"06-WD",3,0.00718960074700065
"06-WD",4,0.00776524471130435
"06-WD",5,0.00974557688494968
"06-WD",6,0.011042897222544
"06-WD",7,0.0144537303225669
"06-WD",8,0.018688090351959
"06-WD",9,0.0333453751475344
"06-WD",10,0.0533176481708822
"06-WD",11,0.101749249096874
"06-WD",12,0.146248361554068
"06-WD",13,0.17486979744306
"06-WD",14,0.165904127068732
"06-WD",15,0.118228863378354
"06-WD",16,0.0777074385375273
"06-WD",17,0.0511009549339053
"06-WD",18,0.035664679419476
"06-WD",19,0.0245869944988968
"06-WD",20,0.01803960201155
"06-WD",21,0.0129729547734367
"06-WD",22,0.0129051380127068
"06-WD",23,0.0172992899809895
"06-WD",24,0.0114684821363069
"06-WD",25,0.0119673783028218
"06-WD",26,0.0135632276861673
"06-WD",27,0.0178570715011372
"06-WD",28,0.0194625786511071
"06-WD",29,0.0211275163215497
"06-WD",30,0.0294411475312146
"06-WD",31,0.0501921719842348
"06-WD",32,0.0645638260259481
"06-WD",33,0.0838846635434838
"06-WD",34,0.0909605986255205
"06-WD",35,0.0906437040913404
"06-WD",36,0.095370253010568
"06-WD",37,0.09881734006401
"06-WD",38,0.100272223094025
"06-WD",39,0.102936094251566
"06-WD",40,0.106807008369126
"06-WD",41,0.102764026605601
"06-WD",42,0.093986891171844
"06-WD",43,0.0755035697420964
"06-WD",44,0.0548504828113908
"06-WD",45,0.0345389760118499
"06-WD",46,0.0214340515591444
"06-WD",47,0.0146880254732761
"06-WD",48,0.00966039041087656
"07-SA",1,0
"07-SA",2,0
"07-SA",3,0
"07-SA",4,0
"07-SA",5,0
